City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Date Time
Hilo,US,19.71,-155.08,82.4,65,1,11.41,2018-05-28 19:53:00
Marshall,US,39.39,-87.69,84.2,54,1,8.05,2018-05-28 20:15:00
Saskylakh,RU,71.97,114.09,33.14,95,92,18.37,2018-05-28 20:40:13
Batken,KG,40.06,70.82,63.74,38,0,3.94,2018-05-28 20:42:37
Grand Gaube,MU,-20.01,57.66,66.2,93,20,5.82,2018-05-28 20:00:00
Hasaki,JP,35.73,140.83,77,65,75,5.82,2018-05-28 20:00:00
Sinnamary,GF,5.38,-52.96,78.59,100,92,8.75,2018-05-28 20:42:40
Port Elizabeth,US,39.31,-74.98,63.52,87,90,8.05,2018-05-28 20:12:00
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Albany,US,42.65,-73.75,65.71,72,75,10.29,2018-05-28 19:54:00
Narsaq,GL,60.91,-46.05,42.8,28,20,19.46,2018-05-28 19:50:00
Codrington,AU,-28.95,153.24,67.79,82,12,3.38,2018-05-28 20:42:46
Clyde River,CA,70.47,-68.59,24.8,92,90,4.7,2018-05-28 20:00:00
Kruisfontein,ZA,-34,24.73,59.69,93,0,14.79,2018-05-28 20:42:49
Saint Anthony,US,43.97,-111.68,67.39,49,40,11.41,2018-05-28 20:09:00
Carnarvon,ZA,-30.97,22.13,38.63,98,56,9.19,2018-05-28 20:36:54
Atuona,PF,-9.8,-139.03,80.03,100,8,16.58,2018-05-28 20:36:51
Khuzhir,RU,53.19,107.35,56.27,57,0,1.7,2018-05-28 20:42:53
Tuatapere,NZ,-46.13,167.69,43.49,100,0,5.39,2018-05-28 20:42:55
Albany,US,42.65,-73.75,65.71,72,75,10.29,2018-05-28 19:54:00
Alofi,NU,-19.06,-169.92,79.67,100,80,13.44,2018-05-28 20:42:57
Sioux Lookout,CA,50.1,-91.92,74.14,33,40,4.7,2018-05-28 20:00:00
Port Alfred,ZA,-33.59,26.89,61.4,100,20,14.79,2018-05-28 20:36:16
Tazovskiy,RU,67.47,78.7,32.78,100,80,6.17,2018-05-28 20:43:00
Kapaa,US,22.08,-159.32,79.63,78,90,12.75,2018-05-28 19:56:00
Lahan,NP,26.71,86.48,76.34,85,0,2.59,2018-05-28 20:43:03
Lasa,CY,34.92,32.53,66.2,82,0,5.82,2018-05-28 20:30:00
Mackenzie,CA,55.34,-123.09,53.6,32,40,5.82,2018-05-28 20:00:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Turayf,SA,31.68,38.65,66.2,72,75,9.17,2018-05-28 20:00:00
Ponta do Sol,BR,-20.63,-46,51.77,76,0,7.74,2018-05-28 20:43:09
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Bluff,AU,-23.58,149.07,77.78,38,0,8.41,2018-05-28 20:38:03
Teknaf,BD,20.86,92.31,75.17,100,100,7.63,2018-05-28 20:43:13
Lavumisa,ZA,-27.31,31.88,54.47,92,8,3.94,2018-05-28 20:43:15
Bastia,IT,44.6,8.98,68,77,75,8.05,2018-05-28 20:20:00
New Norfolk,AU,-42.78,147.06,60.8,63,75,16.11,2018-05-28 20:00:00
Arraial do Cabo,BR,-22.97,-42.02,68.15,100,44,9.75,2018-05-28 20:36:30
Tahe,CN,52.34,124.71,74.81,45,0,3.49,2018-05-28 20:43:19
Marystown,CA,47.17,-55.16,40.43,98,0,15.57,2018-05-28 20:43:21
Bluff,AU,-23.58,149.07,77.78,38,0,8.41,2018-05-28 20:38:03
Inhambane,MZ,-23.87,35.38,66.71,100,0,7.07,2018-05-28 20:43:23
Mirabad,IR,28.27,61.33,66.89,36,0,4.16,2018-05-28 20:43:24
Kahului,US,20.89,-156.47,78.6,61,40,14.99,2018-05-28 19:56:00
Malanje,AO,-9.54,16.35,56.81,77,0,4.05,2018-05-28 20:43:27
Korhogo,CI,9.46,-5.63,73.01,79,20,6.17,2018-05-28 20:43:28
Azangaro,PE,-14.91,-70.2,44.6,56,0,3.36,2018-05-28 20:00:00
Hailar,CN,49.2,119.7,68.78,71,0,6.73,2018-05-28 20:43:30
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Tasiilaq,GL,65.61,-37.64,33.8,86,92,23.04,2018-05-28 19:50:00
Salalah,OM,17.01,54.1,80.6,94,75,12.75,2018-05-28 19:50:00
Namibe,AO,-15.19,12.15,71.84,100,0,7.63,2018-05-28 20:36:38
Thompson,CA,55.74,-97.86,73.4,28,20,12.75,2018-05-28 20:00:00
Thinadhoo,MV,0.53,72.93,83,100,48,22.84,2018-05-28 20:43:37
Tuktoyaktuk,CA,69.44,-133.03,26.6,86,90,10.29,2018-05-28 20:00:00
Poya,NC,-21.35,165.16,72.92,100,0,16.46,2018-05-28 20:43:39
Atuona,PF,-9.8,-139.03,80.03,100,8,16.58,2018-05-28 20:36:51
Saiha,IN,22.49,92.98,70.04,100,100,2.15,2018-05-28 20:43:42
Mugur-Aksy,RU,50.38,90.44,62.12,24,8,4.38,2018-05-28 20:43:43
Slobozia,RO,44.56,27.36,57.08,61,0,9.75,2018-05-28 20:43:44
Hilo,US,19.71,-155.08,82.4,65,1,11.41,2018-05-28 19:53:00
Isangel,VU,-19.55,169.27,74.99,100,32,17.47,2018-05-28 20:43:47
East London,ZA,-33.02,27.91,70.13,100,0,19.04,2018-05-28 20:43:16
Hithadhoo,MV,-0.6,73.08,79.85,100,100,18.48,2018-05-28 20:38:52
Tuktoyaktuk,CA,69.44,-133.03,26.6,86,90,10.29,2018-05-28 20:00:00
Pochutla,MX,15.74,-96.47,84.2,74,5,11.41,2018-05-28 19:41:00
Barrow,AR,-38.31,-60.23,48.71,73,64,3.15,2018-05-28 20:37:15
Castro,CL,-42.48,-73.76,45.11,100,80,3.27,2018-05-28 20:40:17
Sabha,LY,27.03,14.43,70.49,30,0,10.2,2018-05-28 20:43:55
Barrow,AR,-38.31,-60.23,48.71,73,64,3.15,2018-05-28 20:37:15
Saint-Philippe,CA,45.36,-73.48,65.73,88,1,4.7,2018-05-28 20:15:00
Lebu,ET,8.96,38.73,45.11,92,0,2.71,2018-05-28 20:36:21
Carnarvon,ZA,-30.97,22.13,38.63,98,56,9.19,2018-05-28 20:36:54
Lata,IN,30.78,78.62,64.73,49,0,1.36,2018-05-28 20:44:00
Talnakh,RU,69.49,88.39,32.87,98,92,12.21,2018-05-28 20:44:02
Buren,MN,46.93,105.05,72.92,23,0,14.45,2018-05-28 20:44:03
Ribeira Grande,PT,38.52,-28.7,66.44,98,100,12.77,2018-05-28 20:37:49
Cape Town,ZA,-33.93,18.42,55.4,82,40,5.82,2018-05-28 20:00:00
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Vaini,IN,15.34,74.49,79.31,84,20,7.18,2018-05-28 20:37:25
Vardo,US,39.62,-77.74,69.03,83,90,5.82,2018-05-28 20:15:00
Ribeira Grande,PT,38.52,-28.7,66.44,98,100,12.77,2018-05-28 20:37:49
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Mount Isa,AU,-20.73,139.49,78.8,39,0,13.87,2018-05-28 20:00:00
Hobart,AU,-42.88,147.33,60.8,63,75,16.11,2018-05-28 20:00:00
Atuona,PF,-9.8,-139.03,80.03,100,8,16.58,2018-05-28 20:36:51
Jamestown,AU,-33.21,138.6,55.64,71,80,17.36,2018-05-28 20:40:01
Chihuahua,MX,28.66,-106.08,96.8,9,5,9.17,2018-05-28 19:51:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Sabang,PH,13.72,123.58,88.4,80,32,5.17,2018-05-28 20:39:13
Boddam,GB,57.47,-1.78,48.2,100,90,1.12,2018-05-28 20:20:00
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Esperance,TT,10.24,-61.45,77,88,20,3.36,2018-05-28 20:00:00
Thinadhoo,MV,0.53,72.93,83,100,48,22.84,2018-05-28 20:43:37
Hobart,AU,-42.88,147.33,60.8,63,75,16.11,2018-05-28 20:00:00
Matam,SN,15.66,-13.26,84.71,51,20,12.77,2018-05-28 20:44:26
Qaanaaq,GL,77.48,-69.36,21.44,85,36,6.73,2018-05-28 20:43:44
New Norfolk,AU,-42.78,147.06,60.8,63,75,16.11,2018-05-28 20:00:00
Hirna,ET,9.22,41.1,56.9,90,8,2.37,2018-05-28 20:44:29
Pangody,RU,65.85,74.49,29.63,100,44,10.98,2018-05-28 20:44:30
Marawi,PH,8,124.29,76.07,100,36,2.82,2018-05-28 20:44:32
Kungsbacka,SE,57.49,12.08,60.8,87,0,6.93,2018-05-28 20:20:00
Albany,US,42.65,-73.75,65.71,72,75,10.29,2018-05-28 19:54:00
Krasnoyarskaya,RU,47.65,42.04,60.05,46,0,15.9,2018-05-28 20:44:35
Kimbe,PG,-5.56,150.15,84.62,97,48,5.73,2018-05-28 20:38:50
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Bosaso,SO,11.28,49.18,86.42,92,12,1.36,2018-05-28 20:44:39
Chokurdakh,RU,70.62,147.9,36.38,95,0,15.23,2018-05-28 20:37:02
Dovers,VC,12.88,-61.18,80.66,100,12,16.8,2018-05-28 20:44:41
Saldanha,PT,41.42,-6.55,53.3,100,80,3.27,2018-05-28 20:44:42
Ballina,IE,54.11,-9.15,54.83,94,0,2.93,2018-05-28 20:44:44
Hobart,AU,-42.88,147.33,60.8,63,75,16.11,2018-05-28 20:00:00
Hilo,US,19.71,-155.08,82.4,65,1,11.41,2018-05-28 19:53:00
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Cape Town,ZA,-33.93,18.42,55.4,82,40,5.82,2018-05-28 20:00:00
Bredasdorp,ZA,-34.53,20.04,53.6,87,88,5.82,2018-05-28 20:00:00
Thompson,CA,55.74,-97.86,73.4,28,20,12.75,2018-05-28 20:00:00
Palana,RU,59.08,159.95,41.87,80,80,4.16,2018-05-28 20:44:52
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Flinders,AU,-34.58,150.85,69.8,43,0,11.41,2018-05-28 20:00:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Mar del Plata,AR,-46.43,-67.52,42.86,85,0,11.77,2018-05-28 20:42:11
Xuddur,SO,4.12,43.89,70.49,75,0,11.77,2018-05-28 20:44:59
Butaritari,KI,3.07,172.79,82.82,100,56,5.95,2018-05-28 20:39:39
Mar del Plata,AR,-46.43,-67.52,42.86,85,0,11.77,2018-05-28 20:42:11
Victoria,BN,5.28,115.24,83.43,83,75,3.36,2018-05-28 20:00:00
Palmer,AU,-34.85,139.16,59,62,0,17.22,2018-05-28 20:00:00
Kibre Mengist,ET,5.87,38.99,57.26,100,92,1.92,2018-05-28 20:45:04
Lasa,CY,34.92,32.53,66.2,82,0,5.82,2018-05-28 20:30:00
Uray,RU,60.13,64.8,41.87,52,0,8.86,2018-05-28 20:45:07
Hermanus,ZA,-34.42,19.24,49.7,100,80,3.27,2018-05-28 20:36:14
Vaini,IN,15.34,74.49,79.31,84,20,7.18,2018-05-28 20:37:25
Abu Samrah,SY,35.3,37.18,67.7,73,92,4.5,2018-05-28 20:45:10
Ponta do Sol,BR,-20.63,-46,51.77,76,0,7.74,2018-05-28 20:43:09
Madimba,CM,4.42,9.93,74,99,100,4.16,2018-05-28 20:45:13
Qaanaaq,GL,77.48,-69.36,21.44,85,36,6.73,2018-05-28 20:43:44
Port Hardy,CA,50.7,-127.42,55.4,54,20,13.87,2018-05-28 20:00:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Hasaki,JP,35.73,140.83,77,65,75,5.82,2018-05-28 20:00:00
Castro,CL,-42.48,-73.76,45.11,100,80,3.27,2018-05-28 20:40:17
Airai,TL,-8.93,125.41,82.91,46,0,1.81,2018-05-28 20:37:39
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Fortuna,ES,38.18,-1.13,64.4,88,20,1.92,2018-05-28 20:30:00
Mendeleyevsk,RU,55.89,52.31,37.4,74,0,15.66,2018-05-28 20:00:00
Yellowknife,CA,62.45,-114.38,51.8,76,90,11.41,2018-05-28 20:00:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Saskylakh,RU,71.97,114.09,33.14,95,92,18.37,2018-05-28 20:40:13
Jizan,SA,16.89,42.56,87.8,66,0,4.16,2018-05-28 20:00:00
La Ronge,CA,55.1,-105.3,82.4,26,20,18.34,2018-05-28 20:00:00
Dikson,RU,73.51,80.55,26.66,100,80,12.21,2018-05-28 20:36:33
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Bonthe,SL,7.53,-12.5,78.5,91,92,2.93,2018-05-28 20:45:32
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Port Alfred,ZA,-33.59,26.89,61.4,100,20,14.79,2018-05-28 20:36:16
Bluff,AU,-23.58,149.07,77.78,38,0,8.41,2018-05-28 20:38:03
Hermanus,ZA,-34.42,19.24,49.7,100,80,3.27,2018-05-28 20:36:14
Kruisfontein,ZA,-34,24.73,59.69,93,0,14.79,2018-05-28 20:42:49
Jamestown,AU,-33.21,138.6,55.64,71,80,17.36,2018-05-28 20:40:01
Severo-Kurilsk,RU,50.68,156.12,41.78,91,0,3.83,2018-05-28 20:38:48
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Avarua,CK,-21.21,-159.78,84.2,83,75,16.11,2018-05-28 20:00:00
Namatanai,PG,-3.66,152.44,84.17,100,48,6.96,2018-05-28 20:45:44
Brae,GB,60.4,-1.35,53.6,81,44,3.36,2018-05-28 20:20:00
Cape Town,ZA,-33.93,18.42,55.4,82,40,5.82,2018-05-28 20:00:00
Albany,US,42.65,-73.75,65.71,72,75,10.29,2018-05-28 19:54:00
Namibe,AO,-15.19,12.15,71.84,100,0,7.63,2018-05-28 20:36:38
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Puerto Carreno,CO,6.19,-67.49,69.32,99,88,2.37,2018-05-28 20:45:51
Arraial do Cabo,BR,-22.97,-42.02,68.15,100,44,9.75,2018-05-28 20:36:30
Mar del Plata,AR,-46.43,-67.52,42.86,85,0,11.77,2018-05-28 20:42:11
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Ponta Delgada,PT,37.73,-25.67,64.4,77,20,8.05,2018-05-28 20:30:00
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Vaini,IN,15.34,74.49,79.31,84,20,7.18,2018-05-28 20:37:25
Karpogory,RU,64,44.44,52.58,65,12,6.96,2018-05-28 20:45:59
Panjab,AF,34.38,67.02,27.38,100,36,2.71,2018-05-28 20:46:00
Qaanaaq,GL,77.48,-69.36,21.44,85,36,6.73,2018-05-28 20:43:44
Avarua,CK,-21.21,-159.78,84.2,83,75,16.11,2018-05-28 20:00:00
Yichun,CN,47.72,128.88,70.76,61,12,3.27,2018-05-28 20:46:04
Port Alfred,ZA,-33.59,26.89,61.4,100,20,14.79,2018-05-28 20:36:16
Denpasar,ID,-8.65,115.22,77.42,86,44,2.48,2018-05-28 20:46:06
Baherden,TM,38.44,57.43,65.09,50,0,3.27,2018-05-28 20:46:07
Voh,NC,-20.95,164.69,73.91,99,0,16.24,2018-05-28 20:46:09
Hithadhoo,MV,-0.6,73.08,79.85,100,100,18.48,2018-05-28 20:38:52
Chernyshevskiy,RU,63.01,112.47,45.38,70,0,2.59,2018-05-28 20:46:11
Puerto Ayora,EC,-0.74,-90.35,73.82,100,0,11.77,2018-05-28 20:43:27
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Cherskiy,RU,68.75,161.3,46.19,71,100,5.95,2018-05-28 20:38:32
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Ust-Nera,RU,64.57,143.24,39.53,87,68,2.93,2018-05-28 20:46:18
Kodiak,US,39.95,-94.76,78.8,88,20,6.62,2018-05-28 19:53:00
Thinadhoo,MV,0.53,72.93,83,100,48,22.84,2018-05-28 20:43:37
Guerrero Negro,MX,27.97,-114.04,60.14,91,8,9.98,2018-05-28 20:38:18
Yellowknife,CA,62.45,-114.38,51.8,76,90,11.41,2018-05-28 20:00:00
Baykit,RU,61.68,96.39,44.21,81,56,3.94,2018-05-28 20:46:23
Mar del Plata,AR,-46.43,-67.52,42.86,85,0,11.77,2018-05-28 20:42:11
Kotovo,RU,50.32,44.8,49.79,37,0,11.32,2018-05-28 20:46:26
Alihe,CN,50.57,123.73,70.94,59,0,3.27,2018-05-28 20:44:31
Maldonado,UY,-34.91,-54.96,68,77,0,5.82,2018-05-28 20:00:00
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Wanxian,CN,30.8,108.39,66.53,92,56,3.15,2018-05-28 20:46:30
Qaanaaq,GL,77.48,-69.36,21.44,85,36,6.73,2018-05-28 20:43:44
Busselton,AU,-33.64,115.35,65.63,100,92,19.15,2018-05-28 20:38:10
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Uyemskiy,RU,64.47,40.85,44.6,93,20,3.38,2018-05-28 20:00:00
Calabozo,VE,8.92,-67.43,78.41,65,0,7.4,2018-05-28 20:46:36
Katobu,ID,-4.94,122.53,83.54,90,76,3.94,2018-05-28 20:46:38
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Lasa,CY,34.92,32.53,66.2,82,0,5.82,2018-05-28 20:30:00
Cap Malheureux,MU,-19.98,57.61,66.2,93,20,5.82,2018-05-28 20:00:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Khatanga,RU,71.98,102.47,35.3,93,64,13.78,2018-05-28 20:37:37
Saryg-Sep,RU,51.49,95.55,75.17,48,0,1.03,2018-05-28 20:46:45
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
New Norfolk,AU,-42.78,147.06,60.8,63,75,16.11,2018-05-28 20:00:00
Rio Gallegos,AR,-51.62,-69.22,37.4,69,0,16.11,2018-05-28 20:00:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Clyde River,CA,70.47,-68.59,24.8,92,90,4.7,2018-05-28 20:00:00
Vyshneve,UA,50.39,30.37,58.32,67,0,8.95,2018-05-28 20:00:00
Kruisfontein,ZA,-34,24.73,59.69,93,0,14.79,2018-05-28 20:42:49
Pisco,PE,-13.71,-76.2,62.6,93,90,3.36,2018-05-28 20:00:00
Balikpapan,ID,-1.24,116.86,82.01,100,92,7.18,2018-05-28 20:46:56
Takoradi,GH,4.89,-1.75,77.96,100,48,6.4,2018-05-28 20:46:57
Mount Gambier,AU,-37.83,140.78,54.74,76,80,5.95,2018-05-28 20:46:59
Iquitos,PE,-3.75,-73.25,77,94,20,3.36,2018-05-28 20:00:00
Yellowknife,CA,62.45,-114.38,51.8,76,90,11.41,2018-05-28 20:00:00
Leh,IN,34.16,77.58,19.91,97,80,2.04,2018-05-28 20:45:22
Tilichiki,RU,60.47,166.1,37.46,100,80,3.38,2018-05-28 20:47:03
Chumikan,RU,54.72,135.31,70.31,49,0,8.52,2018-05-28 20:47:05
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Provideniya,RU,64.42,-173.23,35.6,80,90,11.18,2018-05-28 20:00:00
Popondetta,PG,-8.77,148.24,78.41,75,44,2.26,2018-05-28 20:47:09
Auki,NG,12.18,6.51,75.89,75,0,8.75,2018-05-28 20:41:46
Vaini,IN,15.34,74.49,79.31,84,20,7.18,2018-05-28 20:37:25
Nishihara,JP,35.74,139.53,74.88,69,75,2.24,2018-05-28 20:00:00
Nikolskoye,RU,59.7,30.79,53.6,54,0,4.47,2018-05-28 20:00:00
Isangel,VU,-19.55,169.27,74.99,100,32,17.47,2018-05-28 20:43:47
Hilo,US,19.71,-155.08,82.4,65,1,11.41,2018-05-28 19:53:00
General Roca,AR,-39.03,-67.58,53.6,58,75,2.24,2018-05-28 20:00:00
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Grants,US,35.15,-107.85,75.2,10,1,17.22,2018-05-28 20:15:00
Weinan,CN,34.5,109.46,71.6,53,0,2.24,2018-05-28 20:00:00
Mar del Plata,AR,-46.43,-67.52,42.86,85,0,11.77,2018-05-28 20:42:11
Novhorodka,UA,48.37,32.66,59,54,0,6.71,2018-05-28 20:00:00
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Aransas Pass,US,27.91,-97.15,84.2,70,1,8.05,2018-05-28 20:15:00
Bluff,AU,-23.58,149.07,77.78,38,0,8.41,2018-05-28 20:38:03
Mathbaria,BD,22.29,89.96,86.24,93,44,4.27,2018-05-28 20:47:28
Lac du Bonnet,CA,50.25,-96.06,69.14,34,0,8.97,2018-05-28 20:47:29
Itaituba,BR,-4.26,-55.99,77.6,86,36,3.15,2018-05-28 20:47:30
Hermanus,ZA,-34.42,19.24,49.7,100,80,3.27,2018-05-28 20:36:14
Talnakh,RU,69.49,88.39,32.87,98,92,12.21,2018-05-28 20:44:02
Porto Velho,BR,-8.75,-63.87,77,88,20,3.27,2018-05-28 20:00:00
Atuona,PF,-9.8,-139.03,80.03,100,8,16.58,2018-05-28 20:36:51
Cape Town,ZA,-33.93,18.42,55.4,82,40,5.82,2018-05-28 20:00:00
Yerbogachen,RU,61.28,108.01,45.29,82,56,5.73,2018-05-28 20:43:59
Mutsu,JP,41.29,141.2,55.4,93,75,4.7,2018-05-28 20:00:00
Clyde River,CA,70.47,-68.59,24.8,92,90,4.7,2018-05-28 20:00:00
Kalmunai,LK,7.42,81.82,85.97,78,0,8.63,2018-05-28 20:47:40
Severo-Kurilsk,RU,50.68,156.12,41.78,91,0,3.83,2018-05-28 20:38:48
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Moose Factory,CA,51.26,-80.61,37.4,86,1,3.36,2018-05-28 20:00:00
Taoudenni,ML,22.68,-3.98,74.99,19,0,7.63,2018-05-28 20:47:45
Kavieng,PG,-2.57,150.8,80.3,100,88,3.6,2018-05-28 20:47:46
Albany,US,42.65,-73.75,65.71,72,75,10.29,2018-05-28 19:54:00
Jamestown,AU,-33.21,138.6,55.64,71,80,17.36,2018-05-28 20:40:01
Harper,US,30.3,-99.24,89.8,38,1,4.7,2018-05-28 20:15:00
Busselton,AU,-33.64,115.35,65.63,100,92,19.15,2018-05-28 20:38:10
College,US,64.86,-147.8,66.2,20,40,4.7,2018-05-28 19:58:00
Kabare,RW,-1.65,29.38,50.15,100,8,3.27,2018-05-28 20:47:53
Petropavlovka,RU,50.61,105.32,69.32,71,0,3.94,2018-05-28 20:47:55
Bredasdorp,ZA,-34.53,20.04,53.6,87,88,5.82,2018-05-28 20:00:00
Mataura,NZ,-46.19,168.86,42.86,89,0,4.5,2018-05-28 20:36:55
Potosi,BO,-19.59,-65.75,21.44,69,0,4.16,2018-05-28 20:47:58
Kapaa,US,22.08,-159.32,79.63,78,90,12.75,2018-05-28 19:56:00
Puerto Ayora,EC,-0.74,-90.35,73.82,100,0,11.77,2018-05-28 20:43:27
Mingoyo,TZ,-10.1,39.64,68.87,74,0,6.06,2018-05-28 20:48:02
Atuona,PF,-9.8,-139.03,80.03,100,8,16.58,2018-05-28 20:36:51
Dikson,RU,73.51,80.55,26.66,100,80,12.21,2018-05-28 20:36:33
Rikitea,PF,-23.12,-134.97,77.42,100,0,15.46,2018-05-28 20:36:11
Bulgan,MN,48.81,103.53,69.86,46,0,4.05,2018-05-28 20:48:06
Hasaki,JP,35.73,140.83,77,65,75,5.82,2018-05-28 20:00:00
Husavik,CA,50.56,-96.99,66.62,46,0,8.41,2018-05-28 20:48:09
Cherskiy,RU,68.75,161.3,46.19,71,100,5.95,2018-05-28 20:38:32
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Busselton,AU,-33.64,115.35,65.63,100,92,19.15,2018-05-28 20:38:10
Ancud,CL,-41.87,-73.83,46.82,91,56,2.59,2018-05-28 20:48:13
Tasiilaq,GL,65.61,-37.64,33.8,86,92,23.04,2018-05-28 19:50:00
Castro,CL,-42.48,-73.76,45.11,100,80,3.27,2018-05-28 20:40:17
Clyde River,CA,70.47,-68.59,24.8,92,90,4.7,2018-05-28 20:00:00
Chapleau,CA,47.85,-83.4,71.6,49,20,11.41,2018-05-28 20:00:00
Chuy,UY,-33.69,-53.46,67.07,76,8,15.23,2018-05-28 20:39:27
Atuona,PF,-9.8,-139.03,80.03,100,8,16.58,2018-05-28 20:36:51
Ust-Kan,RU,50.93,84.77,42.14,79,36,3.94,2018-05-28 20:48:21
Lebu,ET,8.96,38.73,45.11,92,0,2.71,2018-05-28 20:36:21
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Guinayangan,PH,13.9,122.45,88.22,90,32,4.27,2018-05-28 20:48:25
Lata,IN,30.78,78.62,64.73,49,0,1.36,2018-05-28 20:44:00
Albany,US,42.65,-73.75,65.71,72,75,10.29,2018-05-28 19:54:00
Vysokovsk,RU,56.32,36.55,42.8,81,0,2.24,2018-05-28 20:00:00
Alice Town,BS,25.72,-79.3,74.9,100,92,14.23,2018-05-28 20:48:29
Puerto Ayora,EC,-0.74,-90.35,73.82,100,0,11.77,2018-05-28 20:43:27
Provideniya,RU,64.42,-173.23,35.6,80,90,11.18,2018-05-28 20:00:00
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Murgab,TM,37.5,61.97,51.8,57,0,4.83,2018-05-28 20:00:00
Conde,BR,-11.81,-37.61,75.8,94,92,10.76,2018-05-28 20:48:35
Tuktoyaktuk,CA,69.44,-133.03,26.6,86,90,10.29,2018-05-28 20:00:00
Carnarvon,ZA,-30.97,22.13,38.63,98,56,9.19,2018-05-28 20:36:54
Nabire,ID,-3.36,135.5,76.07,91,76,2.48,2018-05-28 20:48:39
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Ambilobe,MG,-13.19,49.05,70.31,83,0,6.17,2018-05-28 20:44:44
Busselton,AU,-33.64,115.35,65.63,100,92,19.15,2018-05-28 20:38:10
Dikson,RU,73.51,80.55,26.66,100,80,12.21,2018-05-28 20:36:33
Seoul,KR,37.57,126.98,71.26,68,90,9.17,2018-05-28 20:00:00
Montepuez,MZ,-13.13,39,63.92,77,0,10.87,2018-05-28 20:45:22
Ushuaia,AR,-54.81,-68.31,35.6,69,20,4.7,2018-05-28 20:00:00
Hermanus,ZA,-34.42,19.24,49.7,100,80,3.27,2018-05-28 20:36:14
Kaitangata,NZ,-46.28,169.85,43.76,86,0,2.37,2018-05-28 20:37:17
Punta Arenas,CL,-53.16,-70.91,41,75,40,26.4,2018-05-28 20:00:00
Bredasdorp,ZA,-34.53,20.04,53.6,87,88,5.82,2018-05-28 20:00:00
